Gender,Age,Type of Job,Weekly working hours,Income,Home country,Timepass,Fave Sports,Most visited websites,Most listened musics,Most watched movies,Most watched tv programmes,Most read books,Openness to Experience,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Number of countries visited,visits web in Automotive,visits web in Baby Products,visits web in Health & Beauty,visits web in Media,visits web in Consumer Electronics,visits web in Console & Video Games,visits web in Tools,visits web in Living,visits web in Grocery,visits web in Home,visits web in Betting,visits web in Jewellery & Watches,visits web in Musical Instruments,visits web in Office,visits web in Pet Supplies,visits web in Computer Software,visits web in Sports,visits web in Toys & Games,visits web in Dating,visits web in Clothing & Shoes,max star in Clothing & Shoes,max star in Automotive,max star in Baby Products,max star in Health & Beauty,max star in Media (BMVD),max star in Consumer Electronics,max star in Console & Video Games,max star in DIY & Tools,max star in Garden & Outdoor living,max star in Grocery,max star in Kitchen & Home,max star in Betting,max star in Jewellery & Watches,max star in Musical Instruments,max star in Office Products,max star in Pet Supplies,max star in Computer Software,max star in Sports & Outdoors,max star in Toys & Games,max star in Dating Sites,clicks Clothing & Shoes,clicks Automotive,clicks Baby Products,clicks Health & Beauty,clicks Media (BMVD),clicks Consumer Electronics,clicks Console & Video Games,clicks DIY & Tools,clicks Garden & Outdoor living,clicks Grocery,clicks Kitchen & Home,clicks Betting,clicks Jewellery & Watches,clicks Musical Instruments,clicks Office Products,clicks Pet Supplies,clicks Computer Software,clicks Sports & Outdoors,clicks Toys & Games,clicks Dating Sites,average star in Clothing & Shoes,average star in Automotive,average star in Baby Products,average star in Health & Beauty,average star in Media (BMVD),average star in Consumer Electronics,average star in Console & Video Games,average star in DIY & Tools,average star in Garden & Outdoor living,average star in Grocery,average star in Kitchen & Home,average star in Betting,average star in Jewellery & Watches,average star in Musical Instruments,average star in Office Products,average star in Pet Supplies,average star in Computer Software,average star in Sports & Outdoors,average star in Toys & Games,average star in Dating Sites
0,38,Contract employment,1,2,United States of America,Internet,"Individual sports‎ (Tennis, Archery, ...), Team sports (Footbal, Baseball, Rugby, ...) , Indoor sports, Water sports","Toys & games, Clothing & shoes, Tools & hardware","World Music - Beats, Easy Listening, Rock","Action, Adventure, Fantasy, Family, Animation, Horror","News, Sport, Learning, Music","Science fiction, Action and Adventure, Fantasy, Series",2,1,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5,5,5,5,5,5,5,3,5,5,5,5,5,3,5,3,5,5,5,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,3.8666666666666667,2.2666666666666666,2.6666666666666665,3.1333333333333333,2.533333333333333,4.0,3.2666666666666666,1.6666666666666667,2.8666666666666667,2.6666666666666665,2.933333333333333,1.8666666666666667,3.066666666666667,1.3333333333333333,3.8666666666666667,1.5333333333333334,2.8666666666666667,1.8,3.2,1.4666666666666666
1,18,Temporary,0,0,United States of America,Music,"Individual sports‎ (Tennis, Archery, ...), Precision sports‎ (Golf, Bowling, ...)","Clothing & shoes, Media (BMVD)","Classical Music, Electronic Music, Rock, Reggae, New Age, Pop (Popular music), R&amp;B - Soul","Adventure, Drama","Comedy, Drama","Science fiction, Action and Adventure, Series, Erotic fiction",0,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,5,4,5,5,4,3,4,3,3,2,3,4,5,2,3,4,3,4,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1.3333333333333333,1.7333333333333334,1.2666666666666666,1.6,2.8,2.6,2.1333333333333333,1.3333333333333333,2.0,1.7333333333333334,1.8666666666666667,1.1333333333333333,2.533333333333333,2.466666666666667,2.1333333333333333,1.3333333333333333,1.3333333333333333,1.8,1.6666666666666667,1.2
1,57,Unemploied,0,0,United States of America,Internet,"Individual sports‎ (Tennis, Archery, ...)","Clothing & shoes, Health & Beauty, Outdoor Living, Automotive, Consumer electronics, Grocery & beverages, Home stuffs, Jewellery & watches, Sports & outdoor, Console & video games","Jazz, R&amp;B - Soul, Inspirational (incl. Gospel)","Action, Thriller, Crime and Gangster, Drama, Horror, Sci-Fi, Biography, Mystery, Documentary, Adventure, Comedy","Drama, Factual, Learning, Music, News, Weather","Romance, Self help, Poetry, Cookbooks, Guide",2,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,5,5,3,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,3,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,3.066666666666667,3.533333333333333,1.1333333333333333,3.2666666666666666,1.7333333333333334,4.2,1.6666666666666667,1.4666666666666666,4.066666666666666,3.6,2.8666666666666667,1.0,3.466666666666667,1.2666666666666666,1.8,1.4,1.7333333333333334,2.7333333333333334,1.1333333333333333,1.0
1,32,Temporary,1,1,United States of America,Internet,"Individual sports‎ (Tennis, Archery, ...), Team sports (Footbal, Baseball, Rugby, ...) , Indoor sports",Console & video games,Country Music,Thriller,Comedy,Action and Adventure,1,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,3,3,1,2,3,3,3,1,2,4,3,4,4,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1.0,1.0,1.2,1.0,1.3333333333333333,1.3333333333333333,1.0,1.0666666666666667,1.2666666666666666,1.1333333333333333,1.4,1.0,1.1333333333333333,1.6666666666666667,1.8,2.2,1.4,1.2666666666666666,1.0666666666666667,1.2
0,35,Contract employment,1,1,United States of America,Internet,"Individual sports‎ (Tennis, Archery, ...), Team sports (Footbal, Baseball, Rugby, ...) ",Console & video games,European Music (Folk-Pop),Crime and Gangster,Religion &amp; Ethics,Drama,-3,-1,0,-1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,1,1,2,3,1,1,1,2,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.3333333333333333,1.0,1.0,1.0,1.0666666666666667,1.2666666666666666,1.0,1.0,1.0,1.1333333333333333,1.0666666666666667,1.0,1.0,1.0,1.0,1.0
0,40,Contract employment,1,1,United States of America,Sports,"Team sports (Footbal, Baseball, Rugby, ...) ","Sports & outdoor, Media (BMVD)",Electronic Music,"Family, Animation","Comedy, Drama","Drama, Action and Adventure",0,0,0,0,-4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,4,1,5,5,5,4,5,5,5,1,1,1,3,1,5,4,5,3,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1.0666666666666667,2.4,1.2,1.0,2.2,3.0,2.2,1.6,1.6,2.0,1.6666666666666667,1.0,1.0,1.0,1.1333333333333333,1.0,1.2666666666666666,1.2,1.8,1.3333333333333333
1,33,Contract employment,1,2,United States of America,Music,Equestrian sports‎,Outdoor Living,R&amp;B - Soul,Family,Factual,"History, Diaries",2,-1,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,4,4,3,2,1,2,4,2,1,1,1,2,4,5,4,4,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1.8666666666666667,1.0,1.0,1.3333333333333333,1.8666666666666667,1.1333333333333333,1.0666666666666667,1.0,1.0666666666666667,1.8666666666666667,1.0666666666666667,1.0,1.0,1.0,1.0666666666666667,1.2666666666666666,1.7333333333333334,1.3333333333333333,1.6666666666666667,1.0
1,34,Self-employment,1,2,United States of America,Reading,"Indoor sports, Endurance sports","Console & video games, Musical instruments & recording equipment",Dance Music,Biography,Learning,"Poetry, Guide",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,3,4,3,2,1,2,4,2,2,2,1,2,4,5,3,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1.9333333333333333,1.0,1.0,1.4,1.7333333333333334,1.4,1.0666666666666667,1.0,1.0666666666666667,1.8666666666666667,1.1333333333333333,1.0666666666666667,1.0666666666666667,1.0,1.1333333333333333,1.4666666666666666,1.3333333333333333,1.1333333333333333,1.6,1.0
0,22,Student,0,0,Romania,Internet,"Team sports (Footbal, Baseball, Rugby, ...) , Skating sports, Water sports","Console & video games, Media (BMVD)","Electronic Music, Hip Hop - Rap, Reggae","Comedy, Mystery","Comedy, Children's","Science fiction, Mystery, History, Erotic fiction",0,0,2,0,1,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,5,5,4,5,1,2,4,3,2,2,3,3,1,5,5,3,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1.1333333333333333,1.0,1.2666666666666666,1.2666666666666666,1.7333333333333334,1.4666666666666666,3.7333333333333334,1.0,1.1333333333333333,2.933333333333333,1.6666666666666667,1.0666666666666667,1.0666666666666667,1.2666666666666666,1.9333333333333333,1.0,1.6666666666666667,2.0,1.2666666666666666,1.0
0,32,Unemploied,0,0,United States of America,Internet,Other,"Outdoor Living, Console & video games","Dance Music, Asian Pop (J-Pop or K-pop)","Horror, Sci-Fi, Fantasy, Action, Adventure",Entertainment (Variety Shows),"Action and Adventure, Horror, Science fiction, Fantasy",0,-2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,3,3,4,3,3,3,3,3,3,3,2,2,5,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.2666666666666666,1.8,1.4,1.6666666666666667,2.066666666666667,2.2,2.933333333333333,2.1333333333333333,2.0,2.0,2.066666666666667,1.4,1.8,1.9333333333333333,1.8666666666666667,1.6,2.1333333333333333,2.2,2.1333333333333333,1.4666666666666666
0,24,Temporary,0,0,Phillipines,Internet,"Team sports (Footbal, Baseball, Rugby, ...) , Indoor sports",Consumer electronics,Rock,Adventure,Comedy,Action and Adventure,1,0,0,0,-1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,5,3,1,1,1,5,2,2,2,1,2,5,5,2,5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2.3333333333333335,1.0,1.0,1.2666666666666666,1.9333333333333333,1.4,1.0,1.0,1.0,2.0,1.1333333333333333,1.0666666666666667,1.0666666666666667,1.0,1.1333333333333333,1.8,1.5333333333333334,1.1333333333333333,1.8,1.0
0,66,Contract employment,1,1,United States of America,Movie,Olympic sports‎,"Tools & hardware, Outdoor Living, Pet supplies, Automotive","Classical Music, European Music (Folk-Pop), New Age","Adventure, Comedy, Sci-Fi, Documentary, Erotic","Comedy, News, Factual, Drama","Science fiction, Mystery, Biographies, Erotic fiction",1,0,-1,1,0,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4,5,1,4,5,5,1,5,5,5,4,5,4,4,5,5,5,4,5,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1.5333333333333334,1.8666666666666667,1.0,1.4,2.3333333333333335,2.3333333333333335,1.0,3.466666666666667,3.933333333333333,2.1333333333333333,1.5333333333333334,1.2666666666666666,1.6666666666666667,1.2,2.4,2.0,1.8,1.5333333333333334,1.4,1.0
1,36,Contract employment,1,2,United States of America,Sports,"Individual sports‎ (Tennis, Archery, ...), Endurance sports",Betting,Country Music,Comedy,Drama,Romance,2,-2,0,0,2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,3,3,4,4,1,4,3,3,3,1,2,1,3,3,1,4,2,4,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1.6,1.0,1.2,1.2,1.8,1.7333333333333334,1.0,2.2666666666666666,1.5333333333333334,1.4,1.3333333333333333,1.0,1.1333333333333333,1.0,1.2666666666666666,1.1333333333333333,1.0,2.066666666666667,1.0666666666666667,2.1333333333333333
0,33,Contract employment,1,1,United States of America,Internet,"Motor sports, Winter sports","Consumer electronics, Media (BMVD), Console & video games, Computer software, Toys & games, Sports & outdoor","Alternative Music, Electronic Music, Indie Pop, Hip Hop - Rap, Pop (Popular music), Rock","Action, Adventure, Thriller, Comedy, Sci-Fi, Animation, Fantasy, Musical","Children's, Comedy, Drama, Factual, Learning, News, Weather","Science fiction, Satire, Science, Comics, Fantasy",1,-1,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,1,3,5,3,3,2,2,2,1,1,1,2,2,2,4,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.2666666666666666,1.0,1.0,1.4,2.1333333333333333,1.5333333333333334,2.3333333333333335,1.2,1.1333333333333333,1.2666666666666666,1.0,1.0,1.0,1.1333333333333333,1.0666666666666667,1.1333333333333333,1.4,1.0666666666666667,1.9333333333333333,1.0666666666666667
0,22,Student,0,2,United States of America,Movie,"Team sports (Footbal, Baseball, Rugby, ...) ","Tools & hardware, Clothing & shoes, Media (BMVD)","Hip Hop - Rap, Dance Music, Electronic Music, R&amp;B - Soul, Rock, Reggae","Action, Adventure, Comedy, Fantasy, Musical, Biography, Sport, Documentary","Entertainment (Variety Shows), Music, Learning, Sport, Weather","Religious, Mystery, Self help, Journals, Prayer books, Biographies, Autobiographies, History, Travel",3,2,2,0,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,5,5,5,5,5,3,5,5,1,5,5,5,5,5,5,5,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,2.933333333333333,1.5333333333333334,1.0,2.2666666666666666,2.3333333333333335,2.6,2.7333333333333334,1.6666666666666667,1.1333333333333333,3.1333333333333333,1.5333333333333334,1.0,2.2666666666666666,2.8,2.0,1.2666666666666666,1.8666666666666667,2.1333333333333333,2.066666666666667,1.0
0,49,Temporary,0,0,United States of America,Internet,"Individual sports‎ (Tennis, Archery, ...)","Clothing & shoes, Media (BMVD), Home stuffs",Hip Hop - Rap,Action,"Drama, Entertainment (Variety Shows), Comedy","Science fiction, Drama, Mystery",2,3,3,-2,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,3,5,5,4,5,5,2,2,5,4,1,4,3,5,5,5,4,5,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,3.0,1.2666666666666666,1.7333333333333334,1.8666666666666667,1.8666666666666667,2.466666666666667,2.2666666666666666,1.0666666666666667,1.0666666666666667,1.4666666666666666,1.8666666666666667,1.0,2.0,1.2666666666666666,2.6666666666666665,1.9333333333333333,2.933333333333333,1.5333333333333334,2.1333333333333333,1.0
1,32,Self-employment,1,1,United States of America,Reading,"Individual sports‎ (Tennis, Archery, ...), Team sports (Footbal, Baseball, Rugby, ...) , Olympic sports‎, Equestrian sports‎","Health & Beauty, Stationery & office supplies, Pet supplies","Alternative Music, Pop (Popular music), Rock","Adventure, Comedy, Drama, Biography, Documentary, Musical","Comedy, Drama, Learning, Sport","Satire, Drama, Action and Adventure, Self help, Journals, Fantasy, Autobiographies",1,0,3,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,4,5,4,4,5,5,1,1,4,1,1,5,5,5,3,4,2,5,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1.3333333333333333,2.2,1.4666666666666666,1.4666666666666666,1.4666666666666666,1.8,2.6,1.0,1.0,1.6,1.0,1.0,1.7333333333333334,2.7333333333333334,1.4,1.1333333333333333,1.6666666666666667,1.0666666666666667,1.2666666666666666,1.0
1,40,Student,0,1,United States of America,Internet,"Team sports (Footbal, Baseball, Rugby, ...) , Olympic sports‎","Clothing & shoes, Health & Beauty, Media (BMVD)","Rock, Alternative Music, Jazz","Documentary, Comedy, Drama, Sci-Fi","Drama, Comedy, Factual, News","Autobiographies, Mystery, Horror, Self help, Drama, Biographies",0,0,3,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,3,5,3,5,2,1,4,4,2,3,2,3,3,3,2,5,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1.5333333333333334,1.6666666666666667,1.0666666666666667,1.6,2.533333333333333,2.1333333333333333,1.9333333333333333,1.2,1.0,2.533333333333333,1.7333333333333334,1.2666666666666666,1.6666666666666667,1.0666666666666667,1.8666666666666667,1.3333333333333333,1.4,1.1333333333333333,1.8,1.0
0,29,Contract employment,1,1,United States of America,Internet,"Water sports, Winter sports","Clothing & shoes, Health & Beauty, Consumer electronics","Country Music, Dance Music, Electronic Music, Hip Hop - Rap","Action, Comedy, Horror","Comedy, Entertainment (Variety Shows)",Drama,0,4,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,4,5,5,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.6,3.066666666666667,2.933333333333333,3.1333333333333333,3.0,3.2,3.3333333333333335,2.533333333333333,2.2666666666666666,3.2,2.7333333333333334,1.9333333333333333,2.933333333333333,2.6,3.0,2.7333333333333334,2.4,3.066666666666667,2.8666666666666667,2.066666666666667
1,30,Contract employment,1,2,United States of America,Reading,"Olympic sports‎, Precision sports‎ (Golf, Bowling, ...), Skating sports","Clothing & shoes, Console & video games, Computer software, Media (BMVD), Home stuffs","Country Music, Rock","Comedy, Drama, Epic - Historical, Romance, Animation, Family","Comedy, Factual, Weather","Satire, Drama, Action and Adventure, Romance, Mystery, Horror, Self help, Children's, Children's literature, Poetry, Cookbooks, Trilogies, Erotic fiction, Fantasy",0,1,2,0,0,7,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,3,4,3,4,4,4,3,4,3,3,2,3,3,5,3,4,3,4,2,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,2.8,2.1333333333333333,3.066666666666667,2.533333333333333,3.2666666666666666,2.8666666666666667,3.533333333333333,2.066666666666667,2.3333333333333335,2.466666666666667,2.2,2.0,2.4,2.1333333333333333,2.8666666666666667,2.1333333333333333,3.4,2.4,3.0,2.0
1,68,Temporary,0,1,United States of America,Internet,"Water sports, Other","Clothing & shoes, Health & Beauty, Media (BMVD), Home stuffs, Dating, Jewellery & watches","Jazz, R&amp;B - Soul, Rock","Adventure, Drama, Documentary","Comedy, Drama, Learning, News","Science fiction, Drama, Romance",1,1,0,0,0,10,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,5,5,2,5,5,5,3,3,5,5,5,2,5,4,4,5,5,5,5,5,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,4.133333333333334,2.2666666666666666,1.1333333333333333,3.6,3.1333333333333333,3.8,1.5333333333333334,1.8,3.7333333333333334,3.6,2.8,1.1333333333333333,4.266666666666667,1.9333333333333333,3.0,3.066666666666667,2.466666666666667,2.6,1.6,3.6
0,19,Student,1,0,Italy,Movie,"Individual sports‎ (Tennis, Archery, ...), Motor sports, Other","Tools & hardware, Consumer electronics","Alternative Music, Electronic Music, Hip Hop - Rap","Thriller, Sci-Fi, Action, Comedy","Entertainment (Variety Shows), Learning","Self help, Guide, Action and Adventure, Fantasy",2,3,1,-1,2,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,4,4,4,5,4,5,4,4,3,4,4,3,5,5,4,4,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,2.533333333333333,2.6666666666666665,1.3333333333333333,2.2666666666666666,2.2666666666666666,2.4,2.066666666666667,2.8,2.3333333333333335,1.9333333333333333,2.2666666666666666,1.2,1.4666666666666666,2.466666666666667,2.2,1.2666666666666666,2.066666666666667,3.0,1.8,1.6666666666666667
1,21,Student,1,1,Canada,Sports,"Individual sports‎ (Tennis, Archery, ...), Team sports (Footbal, Baseball, Rugby, ...) , Indoor sports, Olympic sports‎, Winter sports, Other",Consumer electronics,"Electronic Music, Indie Pop, Pop (Popular music), Dance Music","Adventure, Action, Thriller, Comedy, Romance","Comedy, Drama, Entertainment (Variety Shows), Sport","Erotic fiction, Romance",1,1,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0666666666666667,1.0,1.0,1.0666666666666667,1.0666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1333333333333333,1.1333333333333333,1.1333333333333333,1.0666666666666667
1,19,Student,0,2,Canada,Music,I do not like Sports,"Clothing & shoes, Betting, Jewellery & watches","Dance Music, Electronic Music, Hip Hop - Rap, R&amp;B - Soul, Reggae, Rock","Action, Comedy, Crime and Gangster, Biography, Musical, Documentary","Comedy, Factual, Learning, Music","Science fiction, Action and Adventure, Mystery, Guide, Science, Poetry, Biographies",1,1,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4,3,2,3,4,3,3,2,4,3,3,2,5,3,2,3,3,4,3,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2.6,2.1333333333333333,2.0,2.2666666666666666,2.4,2.3333333333333335,2.066666666666667,2.0,2.7333333333333334,2.1333333333333333,2.1333333333333333,2.0,3.2,2.533333333333333,2.0,2.1333333333333333,2.0,2.3333333333333335,2.0,1.8
1,21,Student,0,0,Canada,Music,"Individual sports‎ (Tennis, Archery, ...), Team sports (Footbal, Baseball, Rugby, ...) , Indoor sports, Winter sports",Health & Beauty,Indie Pop,"Comedy, Sci-Fi",Comedy,Science,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,5,4,4,4,4,4,4,1,4,4,4,4,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1.5333333333333334,1.8666666666666667,2.0,1.6,2.2,2.2666666666666666,2.3333333333333335,1.7333333333333334,1.8666666666666667,1.4,1.6,1.0,1.7333333333333334,2.1333333333333333,2.1333333333333333,2.066666666666667,1.9333333333333333,1.7333333333333334,1.8,1.1333333333333333
1,43,Contract employment,1,2,Canada,Internet,"Individual sports‎ (Tennis, Archery, ...), Motor sports","Health & Beauty, Jewellery & watches, Clothing & shoes, Pet supplies","Alternative Music, Dance Music, Electronic Music, Rock","Action, Thriller, Comedy, Horror, Sci-Fi, Fantasy, Documentary","Comedy, Drama, News","Science fiction, Mystery, Horror",1,1,4,1,1,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,1,4,4,4,2,2,3,2,4,4,4,4,3,3,4,3,3,4,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1.8666666666666667,1.0,1.2,2.066666666666667,1.8666666666666667,1.2,1.0666666666666667,1.2666666666666666,1.1333333333333333,1.8,1.4,2.533333333333333,2.933333333333333,1.4,1.1333333333333333,2.1333333333333333,1.3333333333333333,1.2666666666666666,2.2666666666666666,1.0
0,22,Unemploied,0,0,India,Internet,"Team sports (Footbal, Baseball, Rugby, ...) ","Health & Beauty, Consumer electronics, Dating, Clothing & shoes, Sports & outdoor","Country Music, Dance Music, Rock","Action, Adventure, Thriller, Comedy, Crime and Gangster, Drama, Epic - Historical, War, Biography, Family, Mystery, Documentary, Erotic","Comedy, Factual, News, Sport","Self help, Guide, Science, History, Biographies, Autobiographies",2,2,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,4,3,5,4,5,5,5,4,5,4,3,5,4,5,4,5,4,4,5,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2.8,3.2666666666666666,2.066666666666667,2.7333333333333334,3.3333333333333335,3.533333333333333,3.466666666666667,2.8,2.6666666666666665,3.6,2.466666666666667,2.0,3.1333333333333333,2.2,3.466666666666667,2.4,3.0,3.2666666666666666,2.2666666666666666,2.533333333333333
0,25,Student,1,0,United Kingdom,Reading,I do not like Sports,"Media (BMVD), Dating","Classical Music, Pop (Popular music), Opera","Sci-Fi, Adventure, Crime and Gangster, Drama, Musical, Documentary","Drama, Comedy, Factual, News","Horror, Satire, Science fiction, Autobiographies",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,3,2,2,2,1,1,1,1,2,1,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0666666666666667,1.6666666666666667,1.0666666666666667,1.1333333333333333,1.0666666666666667,1.0,1.0,1.0,1.0,1.0666666666666667,1.0,1.2,1.0666666666666667,1.1333333333333333,1.0666666666666667,1.2,1.2
1,61,Temporary,0,1,Canada,Movie,Other,"Health & Beauty, Media (BMVD), Dating","New Age, Pop (Popular music), Jazz","Comedy, Drama, Documentary","Entertainment (Variety Shows), Comedy, Drama","Satire, Self help, Biographies",2,0,0,0,0,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,4,3,3,3,1,3,1,3,3,2,4,3,4,3,3,3,3,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2.2666666666666666,2.1333333333333333,1.2,2.2,1.4666666666666666,2.1333333333333333,1.0,1.2666666666666666,1.0,1.8,1.4,1.4666666666666666,2.466666666666667,1.2,2.466666666666667,1.1333333333333333,1.4,1.6,1.1333333333333333,2.7333333333333334
1,21,Student,1,0,Canada,Internet,I do not like Sports,"Console & video games, Clothing & shoes, Health & Beauty, Home stuffs, Toys & games","Alternative Music, Electronic Music, Indie Pop, R&amp;B - Soul","Comedy, Thriller, Animation, Documentary","Comedy, Drama, Music","Action and Adventure, Science, Fantasy",0,0,3,1,0,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,2,1,4,3,3,3,2,4,3,4,1,3,3,5,4,4,2,4,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,2.066666666666667,1.2666666666666666,1.0,1.4,1.4666666666666666,1.8,1.9333333333333333,1.2666666666666666,2.3333333333333335,1.7333333333333334,1.8,1.0,1.4666666666666666,1.2666666666666666,2.0,1.8666666666666667,1.8666666666666667,1.2666666666666666,1.4,1.4
0,23,Self-employment,1,2,Canada,Internet,"Individual sports‎ (Tennis, Archery, ...)",Computer software,Rock,Action,Drama,Action and Adventure,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,2,5,5,3,3,5,5,5,4,4,3,3,5,5,5,4,3,2,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1.8,1.5333333333333334,1.3333333333333333,2.066666666666667,1.7333333333333334,1.7333333333333334,1.4666666666666666,3.066666666666667,3.1333333333333333,2.8666666666666667,1.6666666666666667,1.4,1.3333333333333333,1.4,2.8,1.5333333333333334,2.2,1.8666666666666667,1.8,1.0666666666666667
